Regulator	Target
TC173538	Medtr4g132110
TC173538	Medtr5g077850
TC173538	contig_164189_1
contig_80157_1	Medtr4g024630
contig_80157_1	Medtr4g058570
contig_80157_1	Medtr7g022160
contig_80157_1	TC200371
contig_80157_1	contig_111817_1
contig_80157_1	contig_16272_1
contig_80157_1	contig_52036_1
contig_59380_1	AC233572_25
contig_59380_1	AC233685_68
contig_59380_1	AC233685_72
contig_59380_1	Medtr1g088020
contig_59380_1	Medtr1g088220
contig_59380_1	Medtr1g088290
contig_59380_1	Medtr1g088330
contig_59380_1	Medtr2g101660
contig_59380_1	Medtr5g079840
contig_59380_1	Medtr7g086770
contig_59380_1	contig_11453_1
contig_59380_1	contig_50029_2
contig_59380_1	contig_73979_1
TC186418	Medtr7g010020
TC186418	Medtr7g088220
TC186418	Medtr8g081510
TC186418	Medtr8g089230
TC186418	contig_115968_1
TC187096	Medtr4g132740
TC187096	Medtr7g025130
TC187096	Medtr8g040860
TC187096	contig_13967_1
TC187096	contig_56289_1
Medtr1g085040	AC233577_15
Medtr1g085040	Medtr3g117060
Medtr1g085040	Medtr8g083070
Medtr1g085040	TC195252
Medtr1g085040	contig_10510_1
Medtr1g085040	contig_62165_1
Medtr1g085040	contig_65568_2
Medtr1g085040	contig_74532_2
Medtr3g113050	Medtr2g093160
Medtr3g113050	Medtr8g062440
Medtr3g113050	contig_169997_1
Medtr3g113050	contig_92068_1
Medtr4g112490	Medtr7g052120
Medtr4g112490	Medtr7g052690
Medtr4g112490	TC190581
Medtr4g112490	contig_9014_1
Medtr7g010020	Medtr3g072160
Medtr7g010020	Medtr5g086030
Medtr7g010020	contig_51076_1
Medtr7g010020	contig_57411_1
contig_13967_1	Medtr1g016390
contig_13967_1	Medtr5g079910
contig_13967_1	Medtr7g111200
contig_13967_1	TC187096
Medtr4g055440	Medtr1g085040
Medtr4g055440	Medtr8g071920
Medtr4g055440	contig_61021_1
Medtr4g055440	contig_66406_1
Medtr4g055440	contig_88215_1
Medtr8g091530	Medtr7g051910
Medtr8g091530	Medtr8g072310
Medtr8g091530	contig_184116_1
Medtr8g091530	contig_74708_1
Medtr8g091530	contig_75710_1
Medtr8g032320	AC231371_3
Medtr8g032320	Medtr1g026110
Medtr8g032320	Medtr1g095900
Medtr8g032320	Medtr3g044180
Medtr8g032320	contig_85730_1
Medtr1g087290	CA920506
Medtr1g087290	Medtr1g056350
Medtr1g087290	Medtr1g115820
Medtr1g087290	Medtr7g111290
Medtr1g087290	Medtr8g032320
Medtr1g087290	contig_100332_1
Medtr1g087290	contig_12945_1
Medtr1g087290	contig_51260_1
Medtr5g069710	Medtr4g057500
Medtr5g069710	Medtr5g021060
Medtr5g069710	contig_163572_1
contig_88215_1	Medtr3g072830
contig_88215_1	Medtr4g107650
contig_88215_1	contig_15864_1
contig_88215_1	contig_50499_1
Medtr4g095500	Medtr1g088250
Medtr4g095500	Medtr7g116850
Medtr4g095500	contig_71299_1
contig_60344_2	Medtr2g103850
contig_60344_2	Medtr4g076020
contig_60344_2	contig_49261_1
